content_id,content,subject,sentiment_value,sentiment_word
1JC6KcNrygTMUWVq,优惠1W3 赠送1000油卡 还有保养 坐垫脚垫之类的    ,价格,0,
P5gsIhVOrSRGi3az,机油的级别问题吧！温度太低机油的级别也要改一下,动力,0,
2iKaWenThmJo4qpU,机油一直在用专用的，原来在斯巴鲁4S干过售后维修哪里换的，我们这里4S店开不起来    ,动力,0,
Y63yAxvhmiFrOcbp,过隧道 引桥 有隔离带的地方 加速上坡 油门擒住劲 转速1000到1500的时候 摇下车窗仔细听 烧机油开始并不严重 等到明显时 排气已经熏黑了    ,动力,0,
4q7xvsV1ynEphUTP,怠速轻微抖动我也有 要是刹车抖 可能是盘子和片的问题    ,安全性,0,
4q7xvsV1ynEphUTP,怠速轻微抖动我也有 要是刹车抖 可能是盘子和片的问题    ,舒适性,0,
yH8ZD7TEoaP0pLIn,我自己买的保险，拿到的价格是你的一半。我已经上好牌。（4S系统的保险是10100，最多给85折）   ,价格,0,
urbBsA9KaeVJYFWj,不是音响，是喇叭吧，喇叭网上有。,舒适性,0,
QKzds9nryN6wDFTm,换导航一体机，你得考虑是否能装上，另是否支持方向盘功能。,配置,0,
tyWcbC5LZe8hMgHA,做个油电路大保养，用0W20机油，AA160机格。清洗进气和缸体积炭。最后做电脑学习,动力,0,
UrA6g8y3VoW5JQBn,换底盘胶套就好了，主要是下摆壁胶套和前后平衡杆胶套。换了和新车一样    ,操控,0,
HD5LJxRI4gKXwhpM,这时候是发动机的带了负荷在运作的，这时候切忌大脚油，开个几百米就好了，如果这时候你要看当前怠速的转数，可以在行驶过程中推回N档，瞄一眼转速就好，基本上来说，只要不是太很冷的天气，开个几百到1000米，发动机肯定就够热了，   ,动力,0,
AJhBXmrDWxvi86tq,常规保养之外刹车油可以换（三万或两年更换），节气门可以洗（三万多洗）。火花塞手册规定是六万，如果没有加不好的油，可以七万多更换都行。,操控,0,
AJhBXmrDWxvi86tq,常规保养之外刹车油可以换（三万或两年更换），节气门可以洗（三万多洗）。火花塞手册规定是六万，如果没有加不好的油，可以七万多更换都行。,安全性,0,
FCqg28GfnBYal614,刹车灯接触开关、刹拉丝没回位问题,安全性,0,
Y8wybDUhAiZ5MLHn,我也是，刚提两天。情况跟你一样，还有发动机噪音大的很你的是不,舒适性,-1,噪音
wSLsPYU20nWMzTN9,用过摩特/安索/金美孚，感觉安索0W20冠签版对2.5NA机头最好，省油 静音，虽然在5K时要加半升但也能跑到一万公里.摩特300V5W-30最贵但6K时几乎不少机油，有劲.,油耗,0,
wSLsPYU20nWMzTN9,用过摩特/安索/金美孚，感觉安索0W20冠签版对2.5NA机头最好，省油 静音，虽然在5K时要加半升但也能跑到一万公里.摩特300V5W-30最贵但6K时几乎不少机油，有劲.,动力,0,
JjUcbkCslFwgyqoh,是的，发动机声音很大，而且坐在驾驶座上能感觉到抖动    ,舒适性,-1,噪音
JzmxBIgREG6VP4YX,拍空调滤清器，自己换吧，一般一年一换，还要经常拆下来清理,舒适性,0,
bMdIC7X2sk6vgwxf,一直92，但是我每次加油都使用一瓶德国G17燃油宝，不加95和98，是因为，经常到处跑，怕有的地方没有95和98，随意加92，经常换油的型号对车不好。,油耗,0,
wO9ZPNMKbGmevT26,FB20烧机油的很少吧，烧的基本都是FB25,动力,0,
8H7TXneVmMq6QUPo,2.5动力肯定好点，我也是才买的2.0豪华版，感觉动力没有问题，就是在高速上120之后超车稍乏力，家用完全没有问题，我是重庆的。买的16款。我和你情况差不多，到最近4店也是200公里左右，反正这个车也是朋友推荐的，感觉还可以。反正家用。,动力,0,
i3zlNeBAOxPnKdEU,有发现烧机油吗？我也是佛山的，正在找这款车。    ,动力,0,
UF5tVZWoB4T1MD82,你需要的是等待遇见足够脏的空调滤芯。哈哈！,舒适性,0,
craW38HPlSUtByVK,没有厂家指定的机油还敢叫4S店，我也是看到4S推广石墨烯，果断出保了。   ,动力,0,
imhM3kAnPGrJce9a,jeep发动机和变速箱好像都有问题,动力,-1,有问题
kcdWK3LZtY5xfDgy,我国庆节定的2.5豪华导航版，落地价305000，无条件送十次保养，全车贴膜，还有其他没用的东西,价格,0,
ELI7BMDy2oFt0zlP,提车6天，700多公里表示无异响,舒适性,0,
O1qtrQaFK5xBNpo7,优惠这么高啊，北京这只有1万3    ,价格,0,
Mf0pA5qQC4LnIYN6,你的车行一千公里烧多少机油,动力,0,
u74eDlSNp9GrzO3g,宝马OEM机油是壳牌5W30  粘度12    斯巴鲁出光7.8  破罐子破摔？,动力,0,
s5LaYACpgqU7twlX,那大哥意思是，4S一定会备有斯巴鲁指定的机油吗   ,动力,0,
hvZHagAs7utnfyFX,真斯巴鲁，天冷了，发动机温度低的时候有个自我保护，转速会比较高，噪音也比较大，过个两三分钟就会降下来,动力,0,
hvZHagAs7utnfyFX,真斯巴鲁，天冷了，发动机温度低的时候有个自我保护，转速会比较高，噪音也比较大，过个两三分钟就会降下来,舒适性,-1,噪音
wh2y7dX9uNFleGCj,这一点明白，5000公里一换可说是4S店的标准，准确的说机油应该看油污沉淀、扩散、油膜的程度。,动力,0,
xgjh7KWTA0NrImYi,都说了扎螺丝了，就去店里看啊，最多补一下的事，在这问大神？关乎安全的问题，那是大神说没事就没事的么？曾经我轮胎在戈壁滩被植物刺扎了，和你说的情况一样，也不影响行驶感受，第二天乖乖去店里补了胎。。   ,操控,0,
Facme90TfVd71IAz,其实斯巴鲁有两个显示，一个显示蓝灯，一个显示机油温度，冬天天冷时，先慢速行驶，待蓝灯消失和机油温度40度以上，就可以跑了    ,动力,0,
YQjJlBHCFOyr1NSf,2.0的车速上140以后加速就不要指望有惊喜，问题是高速都是限速120公里。,动力,0,
yvGVrnN3bF9tji0K,要追求面子的话，狠狠心上Q5，毕竟国人对Q5的认知度更高一些，现在的老款Q5价格更加亲民了。如果追求家庭使用，特别的是由宝宝的家庭，CRV比较合适，空间逆天，尤其是后备箱，放置儿童小推车毫无压力。如果想偶尔远行一下，深林人是个不错的选择。以上三辆车价格crv便宜，森林人和Q5价格相差不多。,价格,0,
yvGVrnN3bF9tji0K,要追求面子的话，狠狠心上Q5，毕竟国人对Q5的认知度更高一些，现在的老款Q5价格更加亲民了。如果追求家庭使用，特别的是由宝宝的家庭，CRV比较合适，空间逆天，尤其是后备箱，放置儿童小推车毫无压力。如果想偶尔远行一下，深林人是个不错的选择。以上三辆车价格crv便宜，森林人和Q5价格相差不多。,空间,0,
FsNRgWhXyjqOED1r,慢加速，提前减速，悠着点开，不急加速，尽量不急刹车，别人再急，你不要着急，车是自己的，不争强好胜，有本事的是安全行车，不是一时的抢道，按时做保养，尽量不要上烂路开，很伤车的。这样开个10万公里，都不用换轮胎，不用换刹车片，发动机的磨损很小。,安全性,0,
5LHYkm68oQJydf9B,16款时尚2.0快一万公里了。除了胎噪大。没有听到你们说的什么异响。可能我买的是假车,舒适性,0,
75tvXpk3JQNy0r4j,这个价格可以买到2-3年左右的2.5 标配，这个车都是没有买过的在那瞎哔哔...用过的都说好，保养不贵，没有无缘无故的维修....其实可以再多花点钱买个新2.0...,价格,0,
Jbwlio7hLNPYaUTB,这款是最漂亮的特别是前脸越改越丑,外观,0,
LSAnjPmuZbBq5XED,只要3大件，发动机，变速箱，底盘不“异”响，正常的声音，都没关系,动力,0,
LilGFgvr936wpWyP,电动尾门有的呀，出风口第一排座椅下，没坐过后排还不知道制冷差多少，不过空调很牛逼了。全车除了那个中控台是坨屎外，都挺好    ,舒适性,1,空调很牛逼
rWhReBpL6jqaosXQ,2.0动力够用么？有烧机油么？16款最近价格优惠想搞一辆    ,动力,0,
rWhReBpL6jqaosXQ,2.0动力够用么？有烧机油么？16款最近价格优惠想搞一辆    ,价格,0,
EbdSPTFQk1ql8Owt,谢谢了，早上我打斯巴鲁中国400电话，话务员说店里面是有原厂机油的，可以自愿选择，这就好了。   ,动力,0,
Q9JzEVvkt7is6cfR,开市区2.0和2.5没差别，我现在平均油耗8.4，没过磨合期，跑了500多公里，想提速给力选涡轮增压车型，别选这个。问题是XT森林人性价比好低，够买低配合资Q5了。,油耗,0,
UBJ65cihLCjAkqb7,我搞错了，科雷傲是和奇骏同一个平台科雷傲是适时四驱，除了外观不一样，里面的性能差不多   ,操控,0,
UBJ65cihLCjAkqb7,我搞错了，科雷傲是和奇骏同一个平台科雷傲是适时四驱，除了外观不一样，里面的性能差不多   ,外观,0,
QNaZleBw5H42Op0X,那个后面空间小，而且不好看，屁股太短   ,空间,-1,小
QNaZleBw5H42Op0X,那个后面空间小，而且不好看，屁股太短   ,外观,-1,不好看
MlY4wAbX8CpJz7NV,大家注意没有，加油站那里只有加油机区别95和92，送油来的油罐车区别吗？地下的储油罐区别吗？至于乙醇汽油95和92的区别，我只送你俩字:呵呵！,动力,0,
FJDG4nBK5Xdhvesy,25.7是有可能的，我也就比这价格贵了一点点，4S提车   ,价格,0,
hZdWGxnlrMDT361K,看来我当时砍的还没到位，你的价格不错！   ,价格,0,
COTSc8jdsrn4xiB2,我昨天刚提2.0森林人，没上高速，但动力比我之前的车好很很多，之前是1.4polo,动力,1,好很很多
Blr8Lg4K2Wqk3dCV,刹车顶买国产的就可以了。    ,安全性,0,
F92bxfPh1azuL3JA,有车用就必须等啊，行平台了，刚性提高70%呢，换我我也等，但是估计优惠难拿那么多了，还有新车的小毛病还需要市场检验，最好是等上市2年再买那就完美了，   ,价格,0,
9C8ohYfqvs03VMOi,仔细想了一下，新美孚0w30非常适合318线进藏。进藏途中高速公路长时间高转速，高海拔的高山爬坡需要长时间高转速；上到海拔4000-5000米的时候温度低，需要低温流动性，0比5更合适。下坡到谷底的时候气温升高30比20更合适。进藏自驾的人以安全去安全回为首要目标，计较油耗的人会少很多。所以以后进藏新美孚一号就是标配了    ,动力,0,
9C8ohYfqvs03VMOi,仔细想了一下，新美孚0w30非常适合318线进藏。进藏途中高速公路长时间高转速，高海拔的高山爬坡需要长时间高转速；上到海拔4000-5000米的时候温度低，需要低温流动性，0比5更合适。下坡到谷底的时候气温升高30比20更合适。进藏自驾的人以安全去安全回为首要目标，计较油耗的人会少很多。所以以后进藏新美孚一号就是标配了    ,油耗,0,
K1aSNFJYsMh39qec,欧蓝德啊，价格优势很大，七座四驱都有了，价格还不错,价格,0,
dKqrthVg6P48eklD,舒适性 隔音都要好于森 楼兰均衡    ,舒适性,0,
vu5NyhLJo9T8lCMG,可能是刹车开关接触不良造成,安全性,0,
gpJE1uyrsUmFvhqe,汽油标号低了发动机会爆震， 爆震会加剧发动机的磨损， 降低发动机的使用寿命。 爆震也影响发动机的加速性能， 影响驾驶体验， 标号对油耗没有太大影响， 所以森林人的发动机更适合高标号汽油。 当然，平时开车性子不急慢踩油门用92也没有问题，加油门越急，上述问题就会加剧。,动力,0,
gpJE1uyrsUmFvhqe,汽油标号低了发动机会爆震， 爆震会加剧发动机的磨损， 降低发动机的使用寿命。 爆震也影响发动机的加速性能， 影响驾驶体验， 标号对油耗没有太大影响， 所以森林人的发动机更适合高标号汽油。 当然，平时开车性子不急慢踩油门用92也没有问题，加油门越急，上述问题就会加剧。,油耗,0,
bOcxUzdVkeWJDE9I,质量可靠性都不差，森林人的隐患就是烧机油。但是森林人比楼兰低半个级别，空间，内饰，舒适静音各方面都不如楼兰，性价比实在不咋地。唯一的优势是操控和四驱能力，对你来说，上下班代步，森林人的优势你根本用不上   ,动力,-1,烧机油
bOcxUzdVkeWJDE9I,质量可靠性都不差，森林人的隐患就是烧机油。但是森林人比楼兰低半个级别，空间，内饰，舒适静音各方面都不如楼兰，性价比实在不咋地。唯一的优势是操控和四驱能力，对你来说，上下班代步，森林人的优势你根本用不上   ,空间,0,
bOcxUzdVkeWJDE9I,质量可靠性都不差，森林人的隐患就是烧机油。但是森林人比楼兰低半个级别，空间，内饰，舒适静音各方面都不如楼兰，性价比实在不咋地。唯一的优势是操控和四驱能力，对你来说，上下班代步，森林人的优势你根本用不上   ,舒适性,0,
bOcxUzdVkeWJDE9I,质量可靠性都不差，森林人的隐患就是烧机油。但是森林人比楼兰低半个级别，空间，内饰，舒适静音各方面都不如楼兰，性价比实在不咋地。唯一的优势是操控和四驱能力，对你来说，上下班代步，森林人的优势你根本用不上   ,价格,0,
bOcxUzdVkeWJDE9I,质量可靠性都不差，森林人的隐患就是烧机油。但是森林人比楼兰低半个级别，空间，内饰，舒适静音各方面都不如楼兰，性价比实在不咋地。唯一的优势是操控和四驱能力，对你来说，上下班代步，森林人的优势你根本用不上   ,操控,1,优势
0Ou7x4nbECZ1jTcz,朋友您19万公里了，烧机油吗，您是哪年款什么排量的    ,动力,0,
R7E3fDmHPaCvhT2N,晴天一个礼拜，加满油，有异响，应该不是哪里进水    ,舒适性,-1,异响
tHKxYq1RMEayCV4n,试驾了森林人，也看了新款XV，还是大家的观点，对空间比较敏感就选森林人，对配置（尤其是eyesight）感冒的就选XV了，真不用纠结的,空间,0,
tHKxYq1RMEayCV4n,试驾了森林人，也看了新款XV，还是大家的观点，对空间比较敏感就选森林人，对配置（尤其是eyesight）感冒的就选XV了，真不用纠结的,配置,0,
1ALEVRlKNfbigm65,天气冷了，把调温度的旋钮调到高温，再开的话，空调就不会打开了,舒适性,0,
txnjHND6fmEYG2lR,初段加速差不多，转速控制稍微高点就行，不会感觉肉！开了空调或者满载情况就不行了,动力,0,
hao9B5Up4QEsfACM,这能看得出来吗？你经常发生晃动？我是偶尔会这样，不知道怎么让其他人能感受到这种晃动，晃动的声响很微弱的，而且不一定一定能试出来    ,舒适性,0,
wEf29dzFsBlH1PTg,看一下说明书很简单的，调导航上面的那个显示屏，调三个显示的就可以了,配置,0,
wLHbADs4hKOrydiY,我空调滤和空气滤已经换掉了，京东的活动，满299减150，备了2年的空滤    ,舒适性,0,
e7hTOPda6qFYBzpK,楼主刹车片是货号还有吗？,安全性,0,
KXLSTF3rBospk6v7,长期高速，要求舒适，就选择楼兰。森林人除了隔音不好，2.5动力差点。对我来说哈。其他都还行。,舒适性,-1,隔音不好
KXLSTF3rBospk6v7,长期高速，要求舒适，就选择楼兰。森林人除了隔音不好，2.5动力差点。对我来说哈。其他都还行。,动力,-1,差点意思
ucnmdgpFQsAx7JRy,我上一次换了一次安索的油，真的感觉很差，发动机噪音明显变大,舒适性,-1,噪音
0J1IkR8cGue4MBmQ,一直都很好看 就是性价比不高 贵了,外观,1,好看
0J1IkR8cGue4MBmQ,一直都很好看 就是性价比不高 贵了,价格,-1,贵
u60S92LBNA4bKnxE,你也太会说了，这价格可能吗    ,价格,0,
ql9pGixn71TwPVuR,看了说明书上没有写，你是不是2016款2.5豪华导航版,配置,0,
dWYIau2NAfF3MOiy,温度调高吹风就行了 当然前提是车子水温已经达到工作温度 否则暖风不热 车子也会更费油 刚开的时候用内循环效果更好,油耗,0,
HZLKQuRoDtidBO9E,个人感觉： 动力 - 95好一点。区别更大的是95的油门踩下去感觉更细腻，92感觉就有点糙。有一次高速上没92和95，只能加98，感觉           和95区别不大。 油耗 - 没感觉到有什么区别 考虑到成本，我一般都加92。,油耗,0,
05ICv1NrAWEDJslV,市区转就这油耗，长途就好了,油耗,0,
AGIsF04MgmBoWiOz,新车油耗高正常，多开开就会慢慢降下来，再跑跑高速，7-8左右的油耗不是传说，主要看个人驾驶习惯,油耗,0,
oZITrHpdSln9JKqt,18森林人2.0有无优惠（大礼包）？准备订车,价格,0,
osl6DxTAG0azVkOY,建议咬牙上2.5，我2.0，后段加速很吃力，开空调就更不用说了，那感觉........，而且2.0的小马拉大车不省油，我现在市区开11.6个油。,动力,-1,
osl6DxTAG0azVkOY,建议咬牙上2.5，我2.0，后段加速很吃力，开空调就更不用说了，那感觉........，而且2.0的小马拉大车不省油，我现在市区开11.6个油。,油耗,0,
CaUR7I9Y6Wch5ZvV,新xv的后备箱空间太小了，给直接pass。   ,空间,-1,小
lkfWEemMCxtgFdTp,没优惠，只有全车膜、前后行车记录仪、底盘装甲、车漆保养（忘了是什么），都没什么意思的东西。   ,价格,0,
80Eq9FPyXei3shT7,现在4S都有很多活动，比如买保养套餐，5次送1次这样，2700多块，平均也就400多一次，这个比较划算。如果说4S的机油不好还可以自己带，给点工时。不过主要看自己信不信任所在的4S店而已,动力,0,
kz08TodVeDflALsr,市区路堵的话还会更高，5公里短程加拥堵，达15的油耗。,油耗,0,
Ybg0WAZ8TVcytFCd,省道国道油耗最漂亮，我前几天也尝到了4点个的甜头：道路畅通持续60行驶十来公里左右，神奇的事就发生了,油耗,0,
cWDyrjsYd23bMPXI,不要开空调，直接吹暖风就行，最右边那个圆扭拧到最右边,舒适性,0,
G12CB69XuoFLVlwf,2万多公里就要洗的发动机，肯定是质量不行啊。,动力,-1,质量不行
K31nuI206Grwte4h,如果担心2.0不够，那索性就2.5吧，总比之后后悔强。动力这东西，个人感觉平时不觉得怎么着，但是需要的时候一脚下去就能走起，才能体现出重要性来。至少我之前也考虑过2.0，后来还是2.5了。,动力,0,
7xWKlXydkIw2NUmV,千万不要清洗发动机，越洗越不好，如果跑了10公里以上了，或者3--4年以上了，可以加汽油添加剂，除积炭的，就行了。还有油耗高了，或者加速无力了使用一下添加剂。,动力,0,
7xWKlXydkIw2NUmV,千万不要清洗发动机，越洗越不好，如果跑了10公里以上了，或者3--4年以上了，可以加汽油添加剂，除积炭的，就行了。还有油耗高了，或者加速无力了使用一下添加剂。,油耗,0,
lyn9XOq3NIgzkHAG,看你平均时速，如果时速低于20算正常，我的时速12，油耗13。,油耗,0,
VZilc6HJvPb0Ierg,也就超级维特拉了，这个价格的我觉得suv也要故障率低一些，所以我个人就选这两个，当初没选维特拉是因为4AT变速箱的原因，毕竟市区多，森林人能省油,油耗,0,
LZX4URv2DumpoQjC,看你的头像 318路上72拐，准备去西藏吧。建议你买XT2.0 最少2.5 2.0自吸在高原动力不足   ,动力,0,
5TjADNyE8LH2uzU7,是防火材料吗？增加隐患,内饰,0,
S9nLOVwchEXdfHs2,难道我是在开飞机吗？上次红灯亮起加满310块钱。现在已经行驶317.5公里。油表指针已经快到了下限了。平时，开车比较有点小暴力，再加上班地址在城区。单趟路程13公里左右。来回要20多公里。车子还没跑起来，就到了！看我的油表指针，还能跑几公里？2.0老森，油耗比你们2.5还高,油耗,0,
mzASXbauHVoePO4j,这批车刹车片有问题的，我的也是，才四万公里就有异响,安全性,-1,有问题
NTdV8ylLpWSuefkY,两台2.0的森林人，一台加92，一台加95，市区开起来动力，油耗感觉没区别，看个人钱包,油耗,0,
ER31gcoSNmkuQlI8,我的765包安装  油耗多半个吧，走烂路放心多了。   ,油耗,0,
TNjshVqgORDcEJ6I,噪音控制如何啊？谢谢！,舒适性,0,
Vdb8kIGoaYPEmFJT,轻踩刹车，挂n档拉手刹。,操控,0,
iHJZDu1W84MLGPge,噪音控制一般，没发现异响。没有开高速，所以不知道100以上的表现如何。   ,舒适性,0,
01DqbWMwRjfBxLYz,自动启停对车没好处，等红灯挂N挡，轻刹车。,操控,0,
GA24R8It9FpvCgQX,办齐多少钱？2.0的动力怎么样？,动力,0,
9o3dXrbDmNAjtQCK,没优惠，落地27个。动力起步时没有2.5的冲，油门比2.5的重，行车时感觉有点发皱发涩的感觉，收油门滑行，发动机的制动明显，降速很快，不用踩刹车。   ,价格,0,
9o3dXrbDmNAjtQCK,没优惠，落地27个。动力起步时没有2.5的冲，油门比2.5的重，行车时感觉有点发皱发涩的感觉，收油门滑行，发动机的制动明显，降速很快，不用踩刹车。   ,动力,0,
8HQBZFDJCvR5edTw,上车就关，几十秒的红灯不但不省油还伤电瓶。,油耗,0,
bfmz3D5HoVpa81tG,D档轻刹车的话自动启停不起作用？好像出现过这种情况，下班试试。我觉得超过30秒也值得用启停吧……    ,操控,0,
hSXp0DxziVJKFqdO,这是我上次亮红灯加的一箱油，310块钱。已经到下限了。估计差不多也就330公里左右吧！油耗确实高。             ,油耗,0,
o1KAXRaCYfIxJnVF,轻刹车确实不会自动熄火，重踩才会    ,操控,0,
XwburWjS07UQKCZp,真的。不要问烧机油的问题了，求你了，有这个顾虑就不要买这个车,动力,-1,烧机油
AXfH5Sbo0upWdnYi,16款开始，烧机油问题就解决了,动力,0,
4zyDLwO5QP2hvmes,我以前开的就是日产，如果论舒适性楼兰甩森八条街，但越野功能操控森要比楼兰好上许多，且楼兰造型太花俏，真没法接受。,操控,0,
3JV6gkImDxOP9i4l,水平对置发动机先天劣势就是受重力影响活塞对气缸摩擦大，2.5刚开始都烧机油，2.0活塞小些，重力影响小就没烧机油的。现在说是解决了。,动力,0,
8TlxoA9RU2hXMQs6,对空间有需求森林人，没有需求xv,空间,0,
oJYxeH2sVq3XbKkN,重量增加不是很清楚，不过油耗好像没啥变化，50斤应该有，红金刚还是很沉的    ,油耗,0,
3TulC6ErvOS4FGKe,傲虎的舒适性是最好的，选择的是力狮的地盘，牺牲了一点离地间隙。XV适合女性一点（个人观点），森比XV空间大，没有XV精致，比傲虎越野好一点，没有傲虎舒适,舒适性,0,
3TulC6ErvOS4FGKe,傲虎的舒适性是最好的，选择的是力狮的地盘，牺牲了一点离地间隙。XV适合女性一点（个人观点），森比XV空间大，没有XV精致，比傲虎越野好一点，没有傲虎舒适,操控,0,
3TulC6ErvOS4FGKe,傲虎的舒适性是最好的，选择的是力狮的地盘，牺牲了一点离地间隙。XV适合女性一点（个人观点），森比XV空间大，没有XV精致，比傲虎越野好一点，没有傲虎舒适,空间,0,
Vxjq0uBEopyXtGmk,我的十年了2.0的机头，11万多公里没烧机油。,动力,0,
aEBXxLHk8C01ZnoJ,我上车先关了，如果红灯刚时间超过三十秒才会再手动打开，但启停后超过一定时间又自动启动发动机了，小森的启停总体说比smart人性化一点。但怎么好用就自己摸索吧。,操控,0,
YaQWVJXq54cv9rT3,我是9月底提的2．0，跑了5千多公里了，动力完全够用，当时也准备买2.5的，现车没有白色，所以买的2.0，相信我，没错，明年准备进藏！    ,动力,1,完全够用
oTMVHU3CrEeJ1uFv,有没有自动启停损车的案例呢？如果为了省油而损车就太不值得了,油耗,0,
WSNuae4C682Ay7vK,我情况和你差不多，世嘉1.6换森林人2.0。不在乎平均油耗10升或以上，2.0车也很好用。我在乎油耗，不激烈驾驶，上班路上平均7.3升，路况较好。我是预算用尽了，无力上2.5,油耗,0,
hgL5pS28AfdmJB1j,不知道，我的16款之前用过几次都是一开机自动连蓝牙播放的，只要开机前手机是打开蓝牙的，因为车导航一开机，他第一时间就搜蓝牙连接了。,配置,0,
K9D4v51LmEPnaNHX,自动启停损车的案例，就是废电瓶，频繁启动其实油耗不低。森林人的电瓶不清楚是什么规格价钱，我的xc60是双电瓶的（有一个负责启动小电瓶），换一次1800大洋就没了。   ,油耗,0,
hWRaSXCKHBbtEgdx,我11年8.6万公里老车了，020现在烧机油有点严重    ,动力,-1,烧机油
cRBYFEk9fZOyKuoP,我也想自己买机油，坐等大家意见,动力,0,
7FcGN98H1WXK2rQz,10款的很少烧机油吧，跟你同款。不烧。,动力,0,
tebLDvOf4HX7Jzs6,拒绝过度保养！换冷却液完全没必要，本身就是长效的，不要被忽悠，保持原厂就好。清洗发动机网上买个发动机舱清洗剂，顺便给男友一个表现的机会，300多花的不值。新车可以用水冲发动机，但要注意冷却以后再冲，否则对发动机不好，还是少直接用水的好。,动力,0,
KogfcpkZ1YvXsRLM,K5轮毂，屌丝气质，但目前这车内饰空间是我坐进去最放松的，没有之一，就是2T太贵了太贵了太贵了,内饰,1,坐进去最放松的
KogfcpkZ1YvXsRLM,K5轮毂，屌丝气质，但目前这车内饰空间是我坐进去最放松的，没有之一，就是2T太贵了太贵了太贵了,空间,1,坐进去最放松的
KogfcpkZ1YvXsRLM,K5轮毂，屌丝气质，但目前这车内饰空间是我坐进去最放松的，没有之一，就是2T太贵了太贵了太贵了,价格,-1,太贵了
a9eWgZod5XzlNKDh,我的车最近也这样，能详细说说吗？是顶吧？刹车顶？    ,安全性,0,
zYWiIONZoK7sTufF,最好加0w20的，5w30的也可以用，不过油耗会增加，特别是现在天气冷了，更应该用0w20的机油,油耗,0,
ZIAExRo6bWK89iCL,你了解森林人这款车吗？08年的车发动机是正时皮带的，还是正时链条的，正时链条的可以考虑，一般在行驶10万公里左右的车还可以考虑，15万公里就有点多了，你买到手起码还要开个10万公里，如果车况好，维修费还少点，这个车建议你6万都不要买，以后的维修费会很多，再找找   ,动力,0,
y5KDQI082VxMJUje,两驱的吧？四驱没有这么大优惠    ,价格,0,
oLYWkt8bDxwum2B5,带导航和不带导航的区别    ,配置,0,
8PqGN014BpH9d3cj,真舍得花冤枉钱！完全的过度保养。什么除碳，什么清洗都是扯淡，前五万公里机油三滤按时换就行了！换点好机油比啥都强,动力,0,
C5RL2mkDFgiGxy1X,机械上不容易出什么大问题，但是电路上的确时间久了容易出问题，因为斯巴鲁做工实在太差，线头链接包裹都差！,内饰,0,
hQlFjD7kGbvET826,刚开始我也是上车就关启停，现在不用了。不需要启停就轻踩刹车，红灯长或堵车时就踩深一点。只建议二点：一是陡坡关掉启停，二是过长积水路段或大水坑时关掉启停。,操控,0,
kLwEGgVvBXiCe5fQ,纵置发动机不见得都是全时四驱，但凡正经四驱车，分时四驱，全时四驱，必是纵置    ,动力,0,
htAwB23xaoqLOZPc,他们给我说不叫破线。。。。就是划破了一根线，然后搭了上去。我觉着是倒车信号线。如果不要倒车影像，我觉着就可以不破线了。    ,配置,0,
m0geZVRJlw1HDops,这是SUBARU原装CD机，不带导航。音质强于国内另配的。,配置,0,
rhkOatNDF9wHA8Q4,死火再着车，有一个缸体不工作，严重抖动，下高速，找最近的4儿子换火花塞。一般的店根本换不了火花塞，因为都找不到位置在哪里。4儿子换火花塞的工时费300➕材料600，够狠的啦。   ,动力,-1,有一个缸体不工作，严重抖动
oqCL2KYGs3nfxBep,10万以内，肯定只能买3代，08 09 10款，排量不限，主要还是看车况，一定要加多点油跑上一百公里才能测出问题，各种速度都要跑。你肯定不知道为啥。因为高速能测出有没有故障，曾经有一台森林人速度上80就烧高压包，后果很严重。他卖给了车行，买家也不知道问题啊，谁买谁中招，想这种问题很难解决。    ,动力,0,
9y8Rh6UXEKsCzcDS,缓停没有响那是因为车还没有完全静止，当静止那一瞬间异响就来了。可不能一早挂N哟，我是要在车辆静止下来的前一点儿挂N    ,舒适性,-1,
geRmIB6oyXtxOJbZ,20公里。30公里的时候速度有顿挫感吧   ,动力,0,
1NCjd2Gk8SKq0X3z,这个地方是有响声，但是具体在哪你找到了吗？   ,舒适性,0,
pxL5H3tlgJGhA0mF,我楼下就一辆，其他很少看到，去店里销售基本不理，只会说一句这车没优惠。    ,价格,0,
e1hXFgEiBMVdm4ub,之前一直是020的机油，现在烧的有点严重才考虑530的。我是哈尔滨的，冬天确实冷一些，但我看530的倾点是40也够用了。之前一直出光白桶5000一换，后来用一次安索020 用了10000平均市区3000一升。这次打算买水美5-30粘一点的试试 6000公里换了。我保养一直在当地一个从4s出来的师傅那里做的。他只有原厂出光和040的嘉实多。我闲40太稠了，想试试30    ,动力,0,
pyvDZkeNMLsAPH7c,1、车行价格便宜主要原因、用工成本不一样、另外4S的各种税收、肯定大于、多于、车行、这些都是客观因素。2、想在汽贸（车行）提车、先了解一下、这个汽贸店（车行）在你当地实力、资质、信誉、怎样，车行有很多车也是在4S提的、如果没有问题、价格便宜当然可以下单、售后不要担心、只要有保养手册、享受和在4S店购车同样的服务、到全国任何一家你这车型的4S店都可享受质保。,价格,0,
rsAHXPmFgkIEav6d,你好，建议你去4S店提车，因为汽贸店他们的车源也是来自4s店，买车保养直接去4S店就行，省去了汽贸店这一环节。汽贸店又叫做二级经销商，你觉得多了一环节还有什么更优惠吗？还是直接去4S店更放心，后期有些问题处理不好的，汽贸店还是找4S店的。,价格,0,
NJIz6xqdeS9Gw3rB,我们这里都是这个油，一大一小5升估计进价在240元左右。4S保养机油机滤收740元。,动力,0,
